90.2	0.18
141.4	0.22
117.7	0.20
106.3	0.17
119.2	0.09
116.8	0.26
0.0	0.03
0.0	0.09
-60.0	0.08
50.4	0.10
23.2	0.14
40.8	0.21
167.0	0.40
152.6	0.35
136.5	0.26
180.0	0.21
144.6	0.13
134.1	0.29
120.3	0.18
57.9	0.19
180.0	0.06
180.0	0.04
158.2	0.19
113.2	0.65
156.8	0.20
180.0	0.25
126.3	0.25
180.0	0.15
180.0	0.20
106.0	0.44
